nu,sigma,Test 1,Test 2,Class,Iterations to Inverse
-225,-225,TRUE,TRUE,4,2
-224,-2,TRUE,FALSE,1,60
-224,224,TRUE,FALSE,1,2
-223,-4,TRUE,FALSE,1,60
-223,-2,FALSE,FALSE,3,>450
-223,223,TRUE,FALSE,1,2
-223,224,FALSE,FALSE,3,2
-222,-6,TRUE,FALSE,1,60
-222,222,TRUE,FALSE,1,2
-221,-8,TRUE,FALSE,1,60
-221,221,TRUE,FALSE,1,2
-220,-10,TRUE,FALSE,1,60
-220,220,TRUE,FALSE,1,2
-219,-12,TRUE,FALSE,1,60
-219,219,TRUE,FALSE,1,2
-218,-14,TRUE,FALSE,1,60
-218,218,TRUE,FALSE,1,2
-217,-16,TRUE,FALSE,1,60
-217,217,TRUE,FALSE,1,2
-216,-18,TRUE,FALSE,1,60
-216,216,TRUE,FALSE,1,2
-215,-20,TRUE,FALSE,1,60
-215,215,TRUE,FALSE,1,2
-214,-22,TRUE,FALSE,1,60
-214,214,TRUE,FALSE,1,2
-213,-24,TRUE,FALSE,1,60
-213,213,TRUE,FALSE,1,2
-212,-26,TRUE,FALSE,1,60
-212,212,TRUE,FALSE,1,2
-211,-28,TRUE,FALSE,1,60
-211,211,TRUE,FALSE,1,2
-210,-30,TRUE,FALSE,1,60
-210,210,TRUE,FALSE,1,2
-209,-32,TRUE,FALSE,1,60
-209,209,TRUE,FALSE,1,2
-208,-34,TRUE,FALSE,1,60
-208,208,TRUE,FALSE,1,2
-207,-36,TRUE,FALSE,1,60
-207,207,TRUE,FALSE,1,2
-206,-38,TRUE,FALSE,1,60
-206,206,TRUE,FALSE,1,2
-205,-40,TRUE,FALSE,1,60
-205,205,TRUE,FALSE,1,2
-204,-42,TRUE,FALSE,1,60
-204,204,TRUE,FALSE,1,2
-203,-44,TRUE,FALSE,1,60
-203,203,TRUE,FALSE,1,2
-202,-46,TRUE,FALSE,1,60
-202,202,TRUE,FALSE,1,2
-201,-48,TRUE,FALSE,1,60
-201,201,TRUE,FALSE,1,2
-200,-50,TRUE,FALSE,1,60
-200,200,TRUE,FALSE,1,2
-199,-52,TRUE,FALSE,1,60
-199,199,TRUE,FALSE,1,2
-198,-54,TRUE,FALSE,1,60
-198,198,TRUE,FALSE,1,2
-197,-56,TRUE,FALSE,1,60
-197,197,TRUE,FALSE,1,2
-196,-58,TRUE,FALSE,1,60
-196,196,TRUE,FALSE,1,2
-195,-60,TRUE,FALSE,1,60
-195,195,TRUE,FALSE,1,2
-194,-62,TRUE,FALSE,1,60
-194,194,TRUE,FALSE,1,2
-193,-64,TRUE,FALSE,1,60
-193,193,TRUE,FALSE,1,2
-192,-66,TRUE,FALSE,1,60
-192,192,TRUE,FALSE,1,2
-191,-68,TRUE,FALSE,1,60
-191,191,TRUE,FALSE,1,2
-190,-70,TRUE,FALSE,1,60
-190,190,TRUE,FALSE,1,2
-189,-72,TRUE,FALSE,1,60
-189,189,TRUE,FALSE,1,2
-188,-74,TRUE,FALSE,1,60
-188,188,TRUE,FALSE,1,2
-187,-76,TRUE,FALSE,1,60
-187,187,TRUE,FALSE,1,2
-186,-78,TRUE,FALSE,1,60
-186,186,TRUE,FALSE,1,2
-185,-80,TRUE,FALSE,1,60
-185,185,TRUE,FALSE,1,2
-184,-82,TRUE,FALSE,1,60
-184,184,TRUE,FALSE,1,2
-183,-84,TRUE,FALSE,1,60
-183,183,TRUE,FALSE,1,2
-182,-86,TRUE,FALSE,1,60
-182,182,TRUE,FALSE,1,2
-181,-88,TRUE,FALSE,1,60
-181,181,TRUE,FALSE,1,2
-180,-90,TRUE,FALSE,1,60
-180,180,TRUE,FALSE,1,2
-179,-92,TRUE,FALSE,1,60
-179,179,TRUE,FALSE,1,2
-178,-94,TRUE,FALSE,1,60
-178,178,TRUE,FALSE,1,2
-177,-96,TRUE,FALSE,1,60
-177,177,TRUE,FALSE,1,2
-176,-98,TRUE,FALSE,1,60
-176,176,TRUE,FALSE,1,2
-175,-100,TRUE,FALSE,1,60
-175,175,TRUE,FALSE,1,2
-174,-102,TRUE,FALSE,1,60
-174,174,TRUE,FALSE,1,2
-173,-104,TRUE,FALSE,1,60
-173,173,TRUE,FALSE,1,2
-172,-106,TRUE,FALSE,1,60
-172,172,TRUE,FALSE,1,2
-171,-108,TRUE,FALSE,1,60
-171,171,TRUE,FALSE,1,2
-170,-110,TRUE,FALSE,1,60
-170,170,TRUE,FALSE,1,2
-169,-112,TRUE,FALSE,1,60
-169,169,TRUE,FALSE,1,2
-168,-114,TRUE,FALSE,1,60
-168,168,TRUE,FALSE,1,2
-167,-116,TRUE,FALSE,1,60
-167,167,TRUE,FALSE,1,2
-166,-118,TRUE,FALSE,1,60
-166,166,TRUE,FALSE,1,2
-165,-120,TRUE,FALSE,1,60
-165,165,TRUE,FALSE,1,2
-164,-122,TRUE,FALSE,1,60
-164,164,TRUE,FALSE,1,2
-163,-124,TRUE,FALSE,1,60
-163,163,TRUE,FALSE,1,2
-162,-126,TRUE,FALSE,1,60
-162,162,TRUE,FALSE,1,2
-161,-128,TRUE,FALSE,1,60
-161,161,TRUE,FALSE,1,2
-160,-130,TRUE,FALSE,1,60
-160,160,TRUE,FALSE,1,2
-159,-132,TRUE,FALSE,1,60
-159,159,TRUE,FALSE,1,2
-158,-134,TRUE,FALSE,1,60
-158,158,TRUE,FALSE,1,2
-157,-136,TRUE,FALSE,1,60
-157,157,TRUE,FALSE,1,2
-156,-138,TRUE,FALSE,1,60
-156,156,TRUE,FALSE,1,2
-155,-140,TRUE,FALSE,1,60
-155,155,TRUE,FALSE,1,2
-154,-142,TRUE,FALSE,1,60
-154,154,TRUE,FALSE,1,2
-153,-144,TRUE,FALSE,1,60
-153,153,TRUE,FALSE,1,2
-152,-146,TRUE,FALSE,1,60
-152,152,TRUE,FALSE,1,2
-151,-148,TRUE,FALSE,1,60
-151,151,TRUE,FALSE,1,2
-150,-150,TRUE,FALSE,1,60
-150,150,TRUE,FALSE,1,2
-149,-152,TRUE,FALSE,1,60
-149,149,TRUE,FALSE,1,2
-148,-154,TRUE,FALSE,1,60
-148,148,TRUE,FALSE,1,2
-147,-156,TRUE,FALSE,1,60
-147,147,TRUE,FALSE,1,2
-146,-158,TRUE,FALSE,1,60
-146,146,TRUE,FALSE,1,2
-145,-160,TRUE,FALSE,1,60
-145,145,TRUE,FALSE,1,2
-144,-162,TRUE,FALSE,1,60
-144,144,TRUE,FALSE,1,2
-143,-164,TRUE,FALSE,1,60
-143,143,TRUE,FALSE,1,2
-142,-166,TRUE,FALSE,1,60
-142,142,TRUE,FALSE,1,2
-141,-168,TRUE,FALSE,1,60
-141,141,TRUE,FALSE,1,2
-140,-170,TRUE,FALSE,1,60
-140,140,TRUE,FALSE,1,2
-139,-172,TRUE,FALSE,1,60
-139,139,TRUE,FALSE,1,2
-138,-174,TRUE,FALSE,1,60
-138,138,TRUE,FALSE,1,2
-137,-176,TRUE,FALSE,1,60
-137,137,TRUE,FALSE,1,2
-136,-178,TRUE,FALSE,1,60
-136,136,TRUE,FALSE,1,2
-135,-180,TRUE,FALSE,1,60
-135,135,TRUE,FALSE,1,2
-134,-182,TRUE,FALSE,1,60
-134,134,TRUE,FALSE,1,2
-133,-184,TRUE,FALSE,1,60
-133,133,TRUE,FALSE,1,2
-132,-186,TRUE,FALSE,1,60
-132,132,TRUE,FALSE,1,2
-131,-188,TRUE,FALSE,1,60
-131,131,TRUE,FALSE,1,2
-130,-190,TRUE,FALSE,1,60
-130,130,TRUE,FALSE,1,2
-129,-192,TRUE,FALSE,1,60
-129,129,TRUE,FALSE,1,2
-128,-194,TRUE,FALSE,1,60
-128,128,TRUE,FALSE,1,2
-127,-196,TRUE,FALSE,1,60
-127,127,TRUE,FALSE,1,2
-126,-198,TRUE,FALSE,1,60
-126,126,TRUE,FALSE,1,2
-125,-200,TRUE,FALSE,1,60
-125,125,TRUE,FALSE,1,2
-124,-202,TRUE,FALSE,1,60
-124,124,TRUE,FALSE,1,2
-123,-204,TRUE,FALSE,1,60
-123,123,TRUE,FALSE,1,2
-122,-206,TRUE,FALSE,1,60
-122,122,TRUE,FALSE,1,2
-121,-208,TRUE,FALSE,1,60
-121,121,TRUE,FALSE,1,2
-120,-210,TRUE,FALSE,1,60
-120,120,TRUE,FALSE,1,2
-119,-212,TRUE,FALSE,1,60
-119,119,TRUE,FALSE,1,2
-118,-214,TRUE,FALSE,1,60
-118,118,TRUE,FALSE,1,2
-117,-216,TRUE,FALSE,1,60
-117,117,TRUE,FALSE,1,2
-116,-218,TRUE,FALSE,1,60
-116,116,TRUE,FALSE,1,2
-115,-220,TRUE,FALSE,1,60
-115,115,TRUE,FALSE,1,2
-114,-222,TRUE,FALSE,1,60
-114,114,TRUE,FALSE,1,2
-113,-224,TRUE,FALSE,1,60
-113,113,TRUE,FALSE,1,2
-112,224,TRUE,FALSE,1,60
-111,222,TRUE,FALSE,1,60
-110,220,TRUE,FALSE,1,60
-109,218,TRUE,FALSE,1,60
-108,216,TRUE,FALSE,1,60
-107,214,TRUE,FALSE,1,60
-106,212,TRUE,FALSE,1,60
-105,210,TRUE,FALSE,1,60
-104,208,TRUE,FALSE,1,60
-103,206,TRUE,FALSE,1,60
-102,204,TRUE,FALSE,1,60
-101,202,TRUE,FALSE,1,60
-100,200,TRUE,FALSE,1,60
-99,198,TRUE,FALSE,1,60
-98,196,TRUE,FALSE,1,60
-97,194,TRUE,FALSE,1,60
-96,192,TRUE,FALSE,1,60
-95,190,TRUE,FALSE,1,60
-94,188,TRUE,FALSE,1,60
-93,186,TRUE,FALSE,1,60
-92,184,TRUE,FALSE,1,60
-91,182,TRUE,FALSE,1,60
-90,180,TRUE,FALSE,1,60
-89,178,TRUE,FALSE,1,60
-88,176,TRUE,FALSE,1,60
-87,174,TRUE,FALSE,1,60
-86,172,TRUE,FALSE,1,60
-85,170,TRUE,FALSE,1,60
-84,168,TRUE,FALSE,1,60
-83,166,TRUE,FALSE,1,60
-82,164,TRUE,FALSE,1,60
-81,162,TRUE,FALSE,1,60
-80,160,TRUE,FALSE,1,60
-79,158,TRUE,FALSE,1,60
-78,156,TRUE,FALSE,1,60
-77,154,TRUE,FALSE,1,60
-76,152,TRUE,FALSE,1,60
-74,-154,TRUE,FALSE,1,30
-73,-158,TRUE,FALSE,1,30
-72,-162,TRUE,FALSE,1,30
-71,-166,TRUE,FALSE,1,30
-70,-170,TRUE,FALSE,1,30
-69,-174,TRUE,FALSE,1,30
-68,-178,TRUE,FALSE,1,30
-67,-182,TRUE,FALSE,1,30
-66,-186,TRUE,FALSE,1,30
-65,-190,TRUE,FALSE,1,30
-64,-194,TRUE,FALSE,1,30
-63,-198,TRUE,FALSE,1,30
-62,-202,TRUE,FALSE,1,30
-61,-206,TRUE,FALSE,1,30
-60,-210,TRUE,FALSE,1,30
-59,-214,TRUE,FALSE,1,30
-58,-218,TRUE,FALSE,1,30
-57,-222,TRUE,FALSE,1,30
-56,224,TRUE,FALSE,1,30
-55,220,TRUE,FALSE,1,30
-54,216,TRUE,FALSE,1,30
-53,212,TRUE,FALSE,1,30
-52,208,TRUE,FALSE,1,30
-51,204,TRUE,FALSE,1,30
-50,200,TRUE,FALSE,1,30
-49,196,TRUE,FALSE,1,30
-48,192,TRUE,FALSE,1,30
-47,188,TRUE,FALSE,1,30
-46,184,TRUE,FALSE,1,30
-37,-191,TRUE,FALSE,1,12
-36,-198,TRUE,FALSE,1,12
-35,-205,TRUE,FALSE,1,12
-34,-212,TRUE,FALSE,1,12
-33,-219,TRUE,FALSE,1,12
-32,-194,TRUE,FALSE,1,20
-32,224,TRUE,FALSE,1,12
-31,-202,TRUE,FALSE,1,20
-31,217,TRUE,FALSE,1,12
-30,-210,TRUE,FALSE,1,20
-30,210,TRUE,FALSE,1,12
-29,-218,TRUE,FALSE,1,20
-29,203,TRUE,FALSE,1,12
-28,224,TRUE,FALSE,1,20
-27,216,TRUE,FALSE,1,20
-26,208,TRUE,FALSE,1,20
-25,-200,FALSE,TRUE,2,10
-25,-175,FALSE,TRUE,2,45
-25,-125,FALSE,TRUE,2,30
-25,-100,FALSE,TRUE,2,45
-25,-50,FALSE,TRUE,2,30
-25,-25,FALSE,TRUE,2,45
-25,25,FALSE,TRUE,2,10
-25,50,FALSE,TRUE,2,45
-25,100,FALSE,TRUE,2,30
-25,125,FALSE,TRUE,2,45
-25,175,FALSE,TRUE,2,30
-25,200,FALSE,TRUE,2,45
-22,-208,TRUE,FALSE,1,30
-21,-219,TRUE,FALSE,1,30
-20,220,TRUE,FALSE,1,30
-19,209,TRUE,FALSE,1,30
-18,-216,TRUE,FALSE,1,60
-17,-212,TRUE,FALSE,1,15
-17,221,TRUE,FALSE,1,60
-16,224,TRUE,FALSE,1,15
-14,-212,TRUE,FALSE,1,20
-14,224,TRUE,FALSE,1,30
-13,221,TRUE,FALSE,1,20
-12,-222,TRUE,FALSE,1,10
-10,-220,TRUE,FALSE,1,60
-10,220,TRUE,FALSE,1,60
-9,-216,FALSE,TRUE,2,150
-9,-207,FALSE,TRUE,2,60
-9,-198,FALSE,TRUE,2,60
-9,-189,FALSE,TRUE,2,150
-9,-171,FALSE,TRUE,2,150
-9,-162,FALSE,TRUE,2,12
-9,-153,FALSE,TRUE,2,60
-9,-144,FALSE,TRUE,2,150
-9,-126,FALSE,TRUE,2,150
-9,-117,FALSE,TRUE,2,60
-9,-108,FALSE,TRUE,2,60
-9,-99,FALSE,TRUE,2,150
-9,-81,FALSE,TRUE,2,150
-9,-72,FALSE,TRUE,2,60
-9,-63,FALSE,TRUE,2,12
-9,-54,FALSE,TRUE,2,150
-9,-36,FALSE,TRUE,2,150
-9,-27,FALSE,TRUE,2,60
-9,-18,FALSE,TRUE,2,60
-9,-9,FALSE,TRUE,2,150
-9,9,FALSE,TRUE,2,150
-9,18,FALSE,TRUE,2,60
-9,27,FALSE,TRUE,2,60
-9,36,FALSE,TRUE,2,150
-9,54,FALSE,TRUE,2,150
-9,63,FALSE,TRUE,2,12
-9,72,FALSE,TRUE,2,60
-9,81,FALSE,TRUE,2,150
-9,99,FALSE,TRUE,2,150
-9,108,FALSE,TRUE,2,60
-9,117,FALSE,TRUE,2,60
-9,126,FALSE,TRUE,2,150
-9,144,FALSE,TRUE,2,150
-9,153,FALSE,TRUE,2,60
-9,162,FALSE,TRUE,2,12
-9,171,FALSE,TRUE,2,150
-9,189,FALSE,TRUE,2,150
-9,198,FALSE,TRUE,2,60
-9,207,FALSE,TRUE,2,60
-9,216,FALSE,TRUE,2,150
-8,-218,TRUE,FALSE,1,15
-8,224,TRUE,FALSE,1,20
-7,224,TRUE,FALSE,1,12
-6,-222,TRUE,FALSE,1,60
-6,222,TRUE,FALSE,1,20
-4,224,TRUE,FALSE,1,30
-2,-224,TRUE,FALSE,1,60
-2,224,TRUE,FALSE,1,60
-1,-224,FALSE,TRUE,2,2
-1,-223,FALSE,TRUE,2,60
-1,-221,FALSE,TRUE,2,30
-1,-218,FALSE,TRUE,2,12
-1,-217,FALSE,TRUE,2,20
-1,-214,FALSE,TRUE,2,30
-1,-212,FALSE,TRUE,2,60
-1,-211,FALSE,TRUE,2,15
-1,-209,FALSE,TRUE,2,30
-1,-208,FALSE,TRUE,2,20
-1,-206,FALSE,TRUE,2,10
-1,-203,FALSE,TRUE,2,60
-1,-202,FALSE,TRUE,2,60
-1,-199,FALSE,TRUE,2,2
-1,-197,FALSE,TRUE,2,20
-1,-196,FALSE,TRUE,2,15
-1,-194,FALSE,TRUE,2,30
-1,-193,FALSE,TRUE,2,12
-1,-191,FALSE,TRUE,2,30
-1,-188,FALSE,TRUE,2,20
-1,-187,FALSE,TRUE,2,60
-1,-184,FALSE,TRUE,2,30
-1,-182,FALSE,TRUE,2,12
-1,-181,FALSE,TRUE,2,5
-1,-179,FALSE,TRUE,2,10
-1,-178,FALSE,TRUE,2,60
-1,-176,FALSE,TRUE,2,6
-1,-173,FALSE,TRUE,2,60
-1,-172,FALSE,TRUE,2,20
-1,-169,FALSE,TRUE,2,30
-1,-167,FALSE,TRUE,2,60
-1,-166,FALSE,TRUE,2,15
-1,-164,FALSE,TRUE,2,30
-1,-163,FALSE,TRUE,2,20
-1,-161,FALSE,TRUE,2,10
-1,-158,FALSE,TRUE,2,60
-1,-157,FALSE,TRUE,2,12
-1,-154,FALSE,TRUE,2,10
-1,-152,FALSE,TRUE,2,20
-1,-151,FALSE,TRUE,2,3
-1,-149,FALSE,TRUE,2,6
-1,-148,FALSE,TRUE,2,60
-1,-146,FALSE,TRUE,2,30
-1,-143,FALSE,TRUE,2,4
-1,-142,FALSE,TRUE,2,60
-1,-139,FALSE,TRUE,2,30
-1,-137,FALSE,TRUE,2,60
-1,-136,FALSE,TRUE,2,5
-1,-134,FALSE,TRUE,2,10
-1,-133,FALSE,TRUE,2,60
-1,-131,FALSE,TRUE,2,30
-1,-128,FALSE,TRUE,2,60
-1,-127,FALSE,TRUE,2,20
-1,-124,FALSE,TRUE,2,6
-1,-122,FALSE,TRUE,2,60
-1,-121,FALSE,TRUE,2,15
-1,-119,FALSE,TRUE,2,30
-1,-118,FALSE,TRUE,2,4
-1,-116,FALSE,TRUE,2,10
-1,-113,FALSE,TRUE,2,60
-1,-112,FALSE,TRUE,2,60
-1,-109,FALSE,TRUE,2,10
-1,-107,FALSE,TRUE,2,4
-1,-106,FALSE,TRUE,2,15
-1,-104,FALSE,TRUE,2,30
-1,-103,FALSE,TRUE,2,60
-1,-101,FALSE,TRUE,2,6
-1,-98,FALSE,TRUE,2,20
-1,-97,FALSE,TRUE,2,60
-1,-94,FALSE,TRUE,2,30
-1,-92,FALSE,TRUE,2,60
-1,-91,FALSE,TRUE,2,5
-1,-89,FALSE,TRUE,2,10
-1,-88,FALSE,TRUE,2,60
-1,-86,FALSE,TRUE,2,30
-1,-83,FALSE,TRUE,2,60
-1,-82,FALSE,TRUE,2,4
-1,-79,FALSE,TRUE,2,30
-1,-77,FALSE,TRUE,2,60
-1,-76,FALSE,TRUE,2,3
-1,-74,FALSE,TRUE,2,6
-1,-73,FALSE,TRUE,2,20
-1,-71,FALSE,TRUE,2,10
-1,-68,FALSE,TRUE,2,12
-1,-67,FALSE,TRUE,2,60
-1,-64,FALSE,TRUE,2,10
-1,-62,FALSE,TRUE,2,20
-1,-61,FALSE,TRUE,2,15
-1,-59,FALSE,TRUE,2,30
-1,-58,FALSE,TRUE,2,60
-1,-56,FALSE,TRUE,2,30
-1,-53,FALSE,TRUE,2,20
-1,-52,FALSE,TRUE,2,60
-1,-49,FALSE,TRUE,2,6
-1,-47,FALSE,TRUE,2,60
-1,-46,FALSE,TRUE,2,5
-1,-44,FALSE,TRUE,2,10
-1,-43,FALSE,TRUE,2,12
-1,-41,FALSE,TRUE,2,30
-1,-38,FALSE,TRUE,2,60
-1,-37,FALSE,TRUE,2,20
-1,-34,FALSE,TRUE,2,30
-1,-32,FALSE,TRUE,2,12
-1,-31,FALSE,TRUE,2,15
-1,-29,FALSE,TRUE,2,30
-1,-28,FALSE,TRUE,2,20
-1,-26,FALSE,TRUE,2,2
-1,-23,FALSE,TRUE,2,60
-1,-22,FALSE,TRUE,2,60
-1,-19,FALSE,TRUE,2,10
-1,-17,FALSE,TRUE,2,20
-1,-16,FALSE,TRUE,2,15
-1,-14,FALSE,TRUE,2,30
-1,-13,FALSE,TRUE,2,60
-1,-11,FALSE,TRUE,2,30
-1,-8,FALSE,TRUE,2,20
-1,-7,FALSE,TRUE,2,12
-1,-4,FALSE,TRUE,2,30
-1,-2,FALSE,TRUE,2,60
-1,-1,FALSE,TRUE,2,2
-1,1,FALSE,TRUE,2,2
-1,2,FALSE,TRUE,2,60
-1,4,FALSE,TRUE,2,30
-1,7,FALSE,TRUE,2,12
-1,8,FALSE,TRUE,2,20
-1,11,FALSE,TRUE,2,30
-1,13,FALSE,TRUE,2,60
-1,14,FALSE,TRUE,2,15
-1,16,FALSE,TRUE,2,30
-1,17,FALSE,TRUE,2,20
-1,19,FALSE,TRUE,2,10
-1,22,FALSE,TRUE,2,60
-1,23,FALSE,TRUE,2,60
-1,26,FALSE,TRUE,2,2
-1,28,FALSE,TRUE,2,20
-1,29,FALSE,TRUE,2,15
-1,31,FALSE,TRUE,2,30
-1,32,FALSE,TRUE,2,12
-1,34,FALSE,TRUE,2,30
-1,37,FALSE,TRUE,2,20
-1,38,FALSE,TRUE,2,60
-1,41,FALSE,TRUE,2,30
-1,43,FALSE,TRUE,2,12
-1,44,FALSE,TRUE,2,5
-1,46,FALSE,TRUE,2,10
-1,47,FALSE,TRUE,2,60
-1,49,FALSE,TRUE,2,6
-1,52,FALSE,TRUE,2,60
-1,53,FALSE,TRUE,2,20
-1,56,FALSE,TRUE,2,30
-1,58,FALSE,TRUE,2,60
-1,59,FALSE,TRUE,2,15
-1,61,FALSE,TRUE,2,30
-1,62,FALSE,TRUE,2,20
-1,64,FALSE,TRUE,2,10
-1,67,FALSE,TRUE,2,60
-1,68,FALSE,TRUE,2,12
-1,71,FALSE,TRUE,2,10
-1,73,FALSE,TRUE,2,20
-1,74,FALSE,TRUE,2,3
-1,76,FALSE,TRUE,2,6
-1,77,FALSE,TRUE,2,60
-1,79,FALSE,TRUE,2,30
-1,82,FALSE,TRUE,2,4
-1,83,FALSE,TRUE,2,60
-1,86,FALSE,TRUE,2,30
-1,88,FALSE,TRUE,2,60
-1,89,FALSE,TRUE,2,5
-1,91,FALSE,TRUE,2,10
-1,92,FALSE,TRUE,2,60
-1,94,FALSE,TRUE,2,30
-1,97,FALSE,TRUE,2,60
-1,98,FALSE,TRUE,2,20
-1,101,FALSE,TRUE,2,6
-1,103,FALSE,TRUE,2,60
-1,104,FALSE,TRUE,2,15
-1,106,FALSE,TRUE,2,30
-1,107,FALSE,TRUE,2,4
-1,109,FALSE,TRUE,2,10
-1,112,FALSE,TRUE,2,60
-1,113,FALSE,TRUE,2,60
-1,116,FALSE,TRUE,2,10
-1,118,FALSE,TRUE,2,4
-1,119,FALSE,TRUE,2,15
-1,121,FALSE,TRUE,2,30
-1,122,FALSE,TRUE,2,60
-1,124,FALSE,TRUE,2,6
-1,127,FALSE,TRUE,2,20
-1,128,FALSE,TRUE,2,60
-1,131,FALSE,TRUE,2,30
-1,133,FALSE,TRUE,2,60
-1,134,FALSE,TRUE,2,5
-1,136,FALSE,TRUE,2,10
-1,137,FALSE,TRUE,2,60
-1,139,FALSE,TRUE,2,30
-1,142,FALSE,TRUE,2,60
-1,143,FALSE,TRUE,2,4
-1,146,FALSE,TRUE,2,30
-1,148,FALSE,TRUE,2,60
-1,149,FALSE,TRUE,2,3
-1,151,FALSE,TRUE,2,6
-1,152,FALSE,TRUE,2,20
-1,154,FALSE,TRUE,2,10
-1,157,FALSE,TRUE,2,12
-1,158,FALSE,TRUE,2,60
-1,161,FALSE,TRUE,2,10
-1,163,FALSE,TRUE,2,20
-1,164,FALSE,TRUE,2,15
-1,166,FALSE,TRUE,2,30
-1,167,FALSE,TRUE,2,60
-1,169,FALSE,TRUE,2,30
-1,172,FALSE,TRUE,2,20
-1,173,FALSE,TRUE,2,60
-1,176,FALSE,TRUE,2,6
-1,178,FALSE,TRUE,2,60
-1,179,FALSE,TRUE,2,5
-1,181,FALSE,TRUE,2,10
-1,182,FALSE,TRUE,2,12
-1,184,FALSE,TRUE,2,30
-1,187,FALSE,TRUE,2,60
-1,188,FALSE,TRUE,2,20
-1,191,FALSE,TRUE,2,30
-1,193,FALSE,TRUE,2,12
-1,194,FALSE,TRUE,2,15
-1,196,FALSE,TRUE,2,30
-1,197,FALSE,TRUE,2,20
-1,199,FALSE,TRUE,2,2
-1,202,FALSE,TRUE,2,60
-1,203,FALSE,TRUE,2,60
-1,206,FALSE,TRUE,2,10
-1,208,FALSE,TRUE,2,20
-1,209,FALSE,TRUE,2,15
-1,211,FALSE,TRUE,2,30
-1,212,FALSE,TRUE,2,60
-1,214,FALSE,TRUE,2,30
-1,217,FALSE,TRUE,2,20
-1,218,FALSE,TRUE,2,12
-1,221,FALSE,TRUE,2,30
-1,223,FALSE,TRUE,2,60
-1,224,FALSE,TRUE,2,2
1,-224,FALSE,TRUE,2,2
1,-223,FALSE,TRUE,2,60
1,-221,FALSE,TRUE,2,30
1,-218,FALSE,TRUE,2,12
1,-217,FALSE,TRUE,2,20
1,-214,FALSE,TRUE,2,30
1,-212,FALSE,TRUE,2,60
1,-211,FALSE,TRUE,2,30
1,-209,FALSE,TRUE,2,15
1,-208,FALSE,TRUE,2,20
1,-206,FALSE,TRUE,2,10
1,-203,FALSE,TRUE,2,60
1,-202,FALSE,TRUE,2,60
1,-199,FALSE,TRUE,2,2
1,-197,FALSE,TRUE,2,20
1,-196,FALSE,TRUE,2,30
1,-194,FALSE,TRUE,2,15
1,-193,FALSE,TRUE,2,12
1,-191,FALSE,TRUE,2,30
1,-188,FALSE,TRUE,2,20
1,-187,FALSE,TRUE,2,60
1,-184,FALSE,TRUE,2,30
1,-182,FALSE,TRUE,2,12
1,-181,FALSE,TRUE,2,10
1,-179,FALSE,TRUE,2,5
1,-178,FALSE,TRUE,2,60
1,-176,FALSE,TRUE,2,6
1,-173,FALSE,TRUE,2,60
1,-172,FALSE,TRUE,2,20
1,-169,FALSE,TRUE,2,30
1,-167,FALSE,TRUE,2,60
1,-166,FALSE,TRUE,2,30
1,-164,FALSE,TRUE,2,15
1,-163,FALSE,TRUE,2,20
1,-161,FALSE,TRUE,2,10
1,-158,FALSE,TRUE,2,60
1,-157,FALSE,TRUE,2,12
1,-154,FALSE,TRUE,2,10
1,-152,FALSE,TRUE,2,20
1,-151,FALSE,TRUE,2,6
1,-149,FALSE,TRUE,2,3
1,-148,FALSE,TRUE,2,60
1,-146,FALSE,TRUE,2,30
1,-143,FALSE,TRUE,2,4
1,-142,FALSE,TRUE,2,60
1,-139,FALSE,TRUE,2,30
1,-137,FALSE,TRUE,2,60
1,-136,FALSE,TRUE,2,10
1,-134,FALSE,TRUE,2,5
1,-133,FALSE,TRUE,2,60
1,-131,FALSE,TRUE,2,30
1,-128,FALSE,TRUE,2,60
1,-127,FALSE,TRUE,2,20
1,-124,FALSE,TRUE,2,6
1,-122,FALSE,TRUE,2,60
1,-121,FALSE,TRUE,2,30
1,-119,FALSE,TRUE,2,15
1,-118,FALSE,TRUE,2,4
1,-116,FALSE,TRUE,2,10
1,-113,FALSE,TRUE,2,60
1,-112,FALSE,TRUE,2,60
1,-109,FALSE,TRUE,2,10
1,-107,FALSE,TRUE,2,4
1,-106,FALSE,TRUE,2,30
1,-104,FALSE,TRUE,2,15
1,-103,FALSE,TRUE,2,60
1,-101,FALSE,TRUE,2,6
1,-98,FALSE,TRUE,2,20
1,-97,FALSE,TRUE,2,60
1,-94,FALSE,TRUE,2,30
1,-92,FALSE,TRUE,2,60
1,-91,FALSE,TRUE,2,10
1,-89,FALSE,TRUE,2,5
1,-88,FALSE,TRUE,2,60
1,-86,FALSE,TRUE,2,30
1,-83,FALSE,TRUE,2,60
1,-82,FALSE,TRUE,2,4
1,-79,FALSE,TRUE,2,30
1,-77,FALSE,TRUE,2,60
1,-76,FALSE,TRUE,2,6
1,-74,FALSE,TRUE,2,3
1,-73,FALSE,TRUE,2,20
1,-71,FALSE,TRUE,2,10
1,-68,FALSE,TRUE,2,12
1,-67,FALSE,TRUE,2,60
1,-64,FALSE,TRUE,2,10
1,-62,FALSE,TRUE,2,20
1,-61,FALSE,TRUE,2,30
1,-59,FALSE,TRUE,2,15
1,-58,FALSE,TRUE,2,60
1,-56,FALSE,TRUE,2,30
1,-53,FALSE,TRUE,2,20
1,-52,FALSE,TRUE,2,60
1,-49,FALSE,TRUE,2,6
1,-47,FALSE,TRUE,2,60
1,-46,FALSE,TRUE,2,10
